id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,id_proveedor,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,etiqueta_fraude_simulada
SIN-000589,POL-00125,ASG-00231,VEH-00019,ASG-00231,Vida,Fallecimiento,2023-03-10,2023-03-14,9888.8,8028.68,0.0,Reserva,Norte,"Robo del vehículo reportado días después, sin denuncia policial inmediata.",No,PRV-0009,Perito Riobamba #9,20,345,4,1,1
SIN-000590,POL-00026,ASG-00082,VEH-00012,ASG-00082,Salud,Atención Médica,2025-05-22,2025-06-20,20323.98,13318.59,13156.67,Anticipo,Centro,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0027,Abogado Ambato #27,211,154,29,0,1
SIN-000591,POL-00150,ASG-00097,VEH-00015,ASG-00097,Hogar,Daño por Agua,2025-08-18,2025-08-21,18472.35,16990.56,16052.74,Pago Total,Costa,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0030,Taller Guayaquil #30,293,72,3,3,0
SIN-000592,POL-00161,ASG-00056,VEH-00238,ASG-00056,Vida,Fallecimiento,2023-08-13,2023-08-17,28535.95,20300.95,0.0,Negativa,Centro,Daños en techo por caída de árbol durante tormenta eléctrica.,Sí,PRV-0011,Perito Portoviejo #11,38,327,4,0,0
SIN-000593,POL-00271,ASG-00234,,ASG-00234,Generales,Responsabilidad Civil,2024-08-27,2024-09-01,7480.05,5784.91,5123.75,Anticipo,Costa,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0023,Hospital Santo Domingo #23,267,98,5,0,0
SIN-000594,POL-00095,ASG-00200,VEH-00007,ASG-00200,Generales,Responsabilidad Civil,2025-09-11,2025-10-05,74312.8,48242.65,44215.06,Reserva,Norte,"Accidente en madrugada sin testigos, múltiples vehículos involucrados, relatos contradictorios.",Sí,PRV-0031,Perito Loja #31,352,13,24,2,1
SIN-000595,POL-00238,ASG-00176,VEH-00152,ASG-00176,Salud,Emergencia,2024-09-12,2024-09-15,120237.55,118013.33,109665.62,Negativa,Centro,"El vehículo fue robado con las llaves puestas, el asegurado no puede explicar las circunstancias.",No,PRV-0001,Abogado Ibarra #1,14,351,3,0,1
SIN-000596,POL-00010,ASG-00158,VEH-00172,ASG-00158,Vehículos,Responsabilidad Civil,2023-11-17,2023-11-19,31922.14,23641.88,21020.27,Pago Total,Centro,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0027,Abogado Ambato #27,43,322,2,3,0
SIN-000597,POL-00194,ASG-00103,VEH-00097,ASG-00103,Generales,Responsabilidad Civil,2024-07-03,2024-07-08,5995.59,6002.46,5252.39,Liquidado,Centro,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0003,Abogado Santo Domingo #3,126,239,5,2,0
SIN-000598,POL-00286,ASG-00125,VEH-00018,ASG-00125,Generales,Daño,2023-10-11,2023-10-11,24897.51,16503.75,0.0,Reserva,Sur,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0015,Perito Portoviejo #15,82,283,0,1,0
SIN-000599,POL-00266,ASG-00150,,ASG-00150,Generales,Daño,2025-05-14,2025-05-17,28068.78,21662.08,21337.9,Pago Total,Sur,Inundación por tubería rota que afectó pisos y paredes del primer nivel.,Sí,PRV-0014,Taller Riobamba #14,177,188,3,1,0
SIN-000600,POL-00244,ASG-00146,VEH-00143,ASG-00146,Vida,Fallecimiento,2023-12-02,2023-12-06,10405.39,11280.17,0.0,Liquidado,Sur,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0028,Hospital Machala #28,134,231,4,3,0
SIN-000601,POL-00129,ASG-00211,,ASG-00211,Hogar,Robo,2024-06-02,2024-06-03,2050.3,1583.88,0.0,Liquidado,Costa,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0030,Taller Guayaquil #30,245,120,1,1,0
SIN-000602,POL-00017,ASG-00137,VEH-00128,ASG-00061,Salud,Emergencia,2025-07-05,2025-07-06,8558.58,5878.94,4992.89,Liquidado,Oriente,Daños en techo por caída de árbol durante tormenta eléctrica.,Sí,PRV-0016,Abogado Guayaquil #16,232,133,1,3,0
SIN-000603,POL-00134,ASG-00235,VEH-00133,ASG-00235,Vehículos,Daño Parcial,2024-09-07,2024-09-12,6252.38,4415.45,0.0,Pago Total,Centro,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0015,Perito Portoviejo #15,36,329,5,1,0
SIN-000604,POL-00145,ASG-00048,,ASG-00048,Vida,Fallecimiento,2024-01-14,2024-01-29,2611.09,2416.34,0.0,Pago Parcial,Centro,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0018,Clínica Riobamba #18,51,314,15,5,1
SIN-000605,POL-00135,ASG-00045,,ASG-00045,Generales,Responsabilidad Civil,2023-05-10,2023-05-15,13844.43,10741.66,8925.4,Anticipo,Centro,Inundación por tubería rota que afectó pisos y paredes del primer nivel.,Sí,PRV-0020,Intermediario Riobamba #20,68,297,5,1,0
SIN-000606,POL-00118,ASG-00234,,ASG-00234,Hogar,Robo,2024-10-22,2024-10-23,32942.49,22105.36,20699.76,Pago Parcial,Centro,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0032,Hospital Ambato #32,215,150,1,0,0
SIN-000607,POL-00043,ASG-00099,VEH-00034,ASG-00099,Vida,Fallecimiento,2024-05-21,2024-05-25,28808.28,29011.08,23945.65,Anticipo,Costa,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0008,Grúa Manta #8,251,114,4,0,0
SIN-000608,POL-00004,ASG-00227,VEH-00075,ASG-00227,Salud,Atención Médica,2023-07-02,2023-07-05,9463.14,9651.04,9237.43,Anticipo,Sur,Daños en techo por caída de árbol durante tormenta eléctrica.,Sí,PRV-0027,Abogado Ambato #27,74,291,3,2,0
SIN-000609,POL-00030,ASG-00179,VEH-00036,ASG-00179,Salud,Emergencia,2025-06-03,2025-06-07,20310.1,17957.51,16500.39,Liquidado,Norte,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0008,Grúa Manta #8,283,82,4,1,0
SIN-000610,POL-00114,ASG-00174,VEH-00001,ASG-00174,Salud,Emergencia,2025-03-23,2025-03-28,10791.03,11481.09,11357.57,Liquidado,Sierra,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0019,Taller Esmeraldas #19,306,59,5,2,0
SIN-000611,POL-00321,ASG-00102,VEH-00052,ASG-00102,Salud,Cirugía,2024-01-27,2024-02-08,12340.03,12643.88,11701.57,Anticipo,Norte,Pérdida total por volcadura en vía recta sin obstáculos visibles según fotos del lugar.,No,PRV-0018,Clínica Riobamba #18,188,177,12,2,1
SIN-000612,POL-00118,ASG-00234,,ASG-00234,Hogar,Robo,2024-10-04,2024-10-08,11291.34,11581.22,9764.53,Negativa,Norte,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0025,Perito Ibarra #25,197,168,4,0,0
SIN-000613,POL-00230,ASG-00239,VEH-00209,ASG-00239,Hogar,Desastres Naturales,2025-04-05,2025-04-07,35779.46,23235.19,0.0,Liquidado,Sierra,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0001,Abogado Ibarra #1,290,75,2,0,0
SIN-000614,POL-00110,ASG-00152,,ASG-00152,Vida,Incapacidad,2023-11-23,2023-11-24,27242.82,27128.4,25403.58,Pago Parcial,Norte,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0020,Intermediario Riobamba #20,318,47,1,2,0
SIN-000615,POL-00008,ASG-00065,VEH-00217,ASG-00065,Generales,Incendio,2024-04-05,2024-04-06,43700.9,27187.01,24864.17,Negativa,Costa,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0029,Perito Riobamba #29,312,53,1,0,0
SIN-000616,POL-00313,ASG-00071,VEH-00011,ASG-00071,Vida,Enfermedad Grave,2025-07-02,2025-07-03,15525.14,9540.88,9502.79,Pago Total,Oriente,Pérdida total del vehículo por incendio de origen desconocido sin causa aparente.,No,PRV-0018,Clínica Riobamba #18,354,11,1,0,1
SIN-000617,POL-00213,ASG-00069,VEH-00109,ASG-00069,Hogar,Incendio,2024-01-05,2024-01-07,6261.88,4885.56,0.0,Pago Parcial,Centro,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0006,Taller Riobamba #6,243,122,2,1,0
SIN-000618,POL-00262,ASG-00119,VEH-00051,ASG-00119,Salud,Hospitalización,2024-01-13,2024-01-18,31485.15,27310.75,22362.17,Reserva,Sierra,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0023,Hospital Santo Domingo #23,13,352,5,2,1
SIN-000619,POL-00180,ASG-00008,VEH-00044,ASG-00008,Vehículos,Pérdida Total por Robo (PTxRB),2024-05-30,2024-06-03,19846.22,16396.45,14689.83,Reserva,Norte,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0024,Intermediario Manta #24,188,177,4,1,0
SIN-000620,POL-00278,ASG-00147,VEH-00157,ASG-00147,Vida,Fallecimiento,2024-10-10,2024-10-11,1942.73,1744.17,1559.82,Reserva,Oriente,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0008,Grúa Manta #8,109,256,1,0,0
SIN-000621,POL-00013,ASG-00161,VEH-00082,ASG-00161,Hogar,Desastres Naturales,2025-01-28,2025-01-29,13124.8,9171.73,9004.75,Negativa,Oriente,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0014,Taller Riobamba #14,213,152,1,0,0
SIN-000622,POL-00168,ASG-00177,VEH-00124,ASG-00177,Salud,Emergencia,2024-07-31,2024-08-01,7648.56,7424.21,6740.1,Pago Total,Sur,"El vehículo fue robado, no hay testigos ni cámaras, la denuncia se hizo varios días después.",No,PRV-0005,Intermediario Cuenca #5,329,36,1,0,1
SIN-000623,POL-00308,ASG-00055,,ASG-00055,Vida,Fallecimiento,2024-12-12,2024-12-13,51523.36,54295.63,0.0,Reserva,Sierra,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0001,Abogado Ibarra #1,218,147,1,2,0
SIN-000624,POL-00102,ASG-00088,VEH-00069,ASG-00084,Vida,Incapacidad,2025-03-30,2025-04-02,5267.66,4509.19,4096.69,Pago Parcial,Sur,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0016,Abogado Guayaquil #16,272,93,3,0,0
SIN-000625,POL-00104,ASG-00038,VEH-00092,ASG-00038,Vehículos,Pérdida Total,2024-07-22,2024-07-26,10846.65,6686.63,0.0,Liquidado,Sierra,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0010,Grúa Esmeraldas #10,278,87,4,1,0
SIN-000626,POL-00273,ASG-00225,VEH-00076,ASG-00225,Hogar,Desastres Naturales,2024-06-12,2024-06-12,13092.99,9717.99,8302.72,Pago Parcial,Sur,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0016,Abogado Guayaquil #16,236,129,0,0,0
SIN-000627,POL-00190,ASG-00007,VEH-00063,ASG-00007,Vida,Fallecimiento,2023-08-26,2023-08-28,37134.7,31364.36,30862.55,Cierre Sin Consecuencia,Centro,Daños en techo por caída de árbol durante tormenta eléctrica.,Sí,PRV-0005,Intermediario Cuenca #5,164,201,2,1,0
SIN-000628,POL-00232,ASG-00154,,ASG-00154,Vida,Enfermedad Grave,2024-02-28,2024-02-29,23623.6,18529.78,15271.56,Negativa,Costa,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0031,Perito Loja #31,209,156,1,1,0
SIN-000629,POL-00306,ASG-00183,,ASG-00183,Hogar,Robo,2024-07-13,2024-07-14,4794.17,3778.95,3234.05,Anticipo,Costa,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0024,Intermediario Manta #24,88,277,1,0,1
SIN-000630,POL-00211,ASG-00185,VEH-00068,ASG-00185,Salud,Atención Médica,2025-03-11,2025-03-11,18433.92,12020.51,10375.54,Pago Total,Sierra,El asegurado reporta daño severo pero las fotos no coinciden con la descripción del impacto.,No,PRV-0016,Abogado Guayaquil #16,176,189,0,1,1
SIN-000631,POL-00064,ASG-00209,VEH-00234,ASG-00209,Generales,Robo,2024-10-30,2024-11-02,27527.7,27323.8,25477.39,Negativa,Costa,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0018,Clínica Riobamba #18,46,319,3,3,0
SIN-000632,POL-00215,ASG-00029,VEH-00352,ASG-00029,Vida,Incapacidad,2023-09-14,2023-09-20,45573.26,31642.43,27998.6,Anticipo,Norte,Pérdida total por volcadura en vía recta sin obstáculos visibles según fotos del lugar.,Sí,PRV-0010,Grúa Esmeraldas #10,76,289,6,3,1
SIN-000633,POL-00093,ASG-00097,VEH-00015,ASG-00192,Hogar,Incendio,2025-01-10,2025-01-10,19577.35,17831.62,16363.83,Cierre Sin Consecuencia,Sur,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0016,Abogado Guayaquil #16,226,139,0,3,0
SIN-000634,POL-00183,ASG-00008,VEH-00044,ASG-00008,Vehículos,Pérdida Total por Robo (PTxRB),2024-01-31,2024-02-04,16970.5,14414.04,0.0,Pago Total,Oriente,Pérdida total del vehículo por incendio de origen desconocido sin causa aparente.,No,PRV-0013,Intermediario Manta #13,314,51,4,1,1
SIN-000635,POL-00124,ASG-00173,VEH-00192,ASG-00218,Vida,Fallecimiento,2025-02-20,2025-02-23,20718.21,13408.82,10752.62,Cierre Sin Consecuencia,Costa,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0011,Perito Portoviejo #11,137,228,3,1,0
SIN-000636,POL-00251,ASG-00141,VEH-00010,ASG-00141,Salud,Cirugía,2024-05-25,2024-05-30,16144.54,15963.29,0.0,Liquidado,Centro,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0010,Grúa Esmeraldas #10,214,151,5,1,0
SIN-000637,POL-00162,ASG-00085,VEH-00245,ASG-00085,Hogar,Incendio,2024-01-15,2024-01-19,44935.51,46333.72,42291.67,Liquidado,Sierra,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0006,Taller Riobamba #6,247,118,4,3,0
SIN-000638,POL-00070,ASG-00107,VEH-00073,ASG-00107,Vida,Fallecimiento,2024-07-22,2024-07-27,20540.99,13006.87,0.0,Liquidado,Oriente,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0019,Taller Esmeraldas #19,220,145,5,0,0
SIN-000639,POL-00121,ASG-00160,,ASG-00160,Generales,Responsabilidad Civil,2024-01-03,2024-01-05,11818.49,11839.34,11088.05,Negativa,Centro,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0021,Hospital Riobamba #21,95,270,2,0,0
SIN-000640,POL-00059,ASG-00184,,ASG-00184,Hogar,Incendio,2024-06-08,2024-06-13,8779.18,5309.42,4745.5,Cierre Sin Consecuencia,Costa,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0005,Intermediario Cuenca #5,135,230,5,0,0
SIN-000641,POL-00233,ASG-00225,VEH-00076,ASG-00225,Vehículos,Pérdida Total por Robo (PTxRB),2024-02-20,2024-02-23,9395.26,10251.44,0.0,Reserva,Oriente,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0022,Clínica Cuenca #22,119,246,3,0,0
SIN-000642,POL-00019,ASG-00049,,ASG-00049,Generales,Incendio,2024-09-29,2024-10-04,10654.73,7646.06,6815.97,Pago Total,Centro,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0028,Hospital Machala #28,257,108,5,0,0
SIN-000643,POL-00114,ASG-00174,VEH-00001,ASG-00174,Salud,Hospitalización,2024-10-15,2024-11-13,21510.38,14533.67,12173.82,Cierre Sin Consecuencia,Costa,"Accidente en madrugada sin testigos, múltiples vehículos involucrados, relatos contradictorios.",Sí,PRV-0024,Intermediario Manta #24,147,218,29,2,1
SIN-000644,POL-00005,ASG-00215,VEH-00030,ASG-00215,Vehículos,Pérdida Total por Robo (PTxRB),2024-01-22,2024-01-22,24875.5,25098.8,20152.61,Anticipo,Costa,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0012,Taller Machala #12,111,254,0,0,0
SIN-000645,POL-00004,ASG-00227,VEH-00075,ASG-00227,Salud,Hospitalización,2023-05-24,2023-05-28,9088.67,6432.6,5182.82,Reserva,Sierra,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0009,Perito Riobamba #9,35,330,4,2,0
SIN-000646,POL-00199,ASG-00157,VEH-00263,ASG-00043,Salud,Hospitalización,2025-07-26,2025-07-29,3827.42,3755.41,0.0,Negativa,Sur,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0002,Abogado Quito #2,253,112,3,0,0
SIN-000647,POL-00260,ASG-00228,VEH-00094,ASG-00228,Vida,Enfermedad Grave,2025-03-12,2025-03-12,748.84,502.77,431.64,Anticipo,Norte,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0024,Intermediario Manta #24,179,186,0,0,0
SIN-000648,POL-00264,ASG-00073,,ASG-00073,Salud,Hospitalización,2024-06-05,2024-06-07,10476.15,11303.31,10643.06,Anticipo,Sur,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0024,Intermediario Manta #24,278,87,2,1,0
SIN-000649,POL-00286,ASG-00125,VEH-00018,ASG-00046,Generales,Daño,2023-12-15,2023-12-18,10897.44,9666.85,7943.51,Anticipo,Oriente,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0024,Intermediario Manta #24,147,218,3,1,0
SIN-000650,POL-00272,ASG-00238,VEH-00138,ASG-00238,Vehículos,Pérdida Total por Robo (PTxRB),2023-12-01,2023-12-06,14374.68,14623.4,0.0,Pago Parcial,Centro,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0028,Hospital Machala #28,120,245,5,1,0
SIN-000651,POL-00305,ASG-00236,VEH-00156,ASG-00236,Vehículos,Pérdida Total,2024-07-27,2024-07-27,9198.91,8328.09,8100.34,Liquidado,Costa,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0005,Intermediario Cuenca #5,63,302,0,1,0
SIN-000652,POL-00239,ASG-00033,,ASG-00033,Vida,Fallecimiento,2024-02-04,2024-02-08,9248.73,9615.17,0.0,Liquidado,Oriente,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0027,Abogado Ambato #27,298,67,4,1,0
SIN-000653,POL-00011,ASG-00195,VEH-00017,ASG-00195,Generales,Daño,2024-06-24,2024-06-27,21416.49,19301.0,18013.21,Reserva,Norte,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0018,Clínica Riobamba #18,45,320,3,1,0
SIN-000654,POL-00123,ASG-00068,VEH-00020,ASG-00068,Vida,Incapacidad,2024-12-03,2024-12-03,11015.75,10177.96,9236.49,Anticipo,Sur,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0030,Taller Guayaquil #30,88,277,0,0,0
SIN-000655,POL-00036,ASG-00183,,ASG-00183,Generales,Robo,2024-12-24,2024-12-26,1985.49,1263.68,1222.18,Liquidado,Sierra,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0005,Intermediario Cuenca #5,158,207,2,0,0
SIN-000656,POL-00060,ASG-00015,VEH-00173,ASG-00015,Vehículos,Volcadura,2024-09-02,2024-09-03,17639.13,12452.82,10337.15,Cierre Sin Consecuencia,Sierra,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0013,Intermediario Manta #13,158,207,1,1,0
SIN-000657,POL-00164,ASG-00197,VEH-00248,ASG-00197,Vida,Enfermedad Grave,2024-12-27,2024-12-27,7617.42,8015.48,7916.88,Liquidado,Oriente,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0004,Grúa Quito #4,112,253,0,0,0
SIN-000658,POL-00144,ASG-00073,,ASG-00073,Salud,Cirugía,2024-05-11,2024-05-11,19453.87,12386.18,10546.29,Reserva,Sierra,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0026,Intermediario Manta #26,116,249,0,1,0
SIN-000659,POL-00021,ASG-00157,VEH-00263,ASG-00063,Generales,Incendio,2023-11-29,2023-12-01,43106.4,34057.04,0.0,Anticipo,Costa,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0026,Intermediario Manta #26,270,95,2,0,0
SIN-000660,POL-00096,ASG-00024,VEH-00096,ASG-00103,Hogar,Daño por Agua,2024-03-10,2024-03-13,15906.93,11361.31,11262.73,Pago Parcial,Sur,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0001,Abogado Ibarra #1,250,115,3,0,0
SIN-000661,POL-00135,ASG-00045,,ASG-00045,Generales,Responsabilidad Civil,2023-12-30,2024-01-02,7067.0,4590.83,3790.47,Cierre Sin Consecuencia,Centro,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0024,Intermediario Manta #24,302,63,3,1,0
SIN-000662,POL-00176,ASG-00130,,ASG-00130,Salud,Atención Médica,2024-06-06,2024-06-07,3667.92,3057.21,2785.1,Negativa,Costa,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0028,Hospital Machala #28,223,142,1,1,0
SIN-000663,POL-00219,ASG-00008,VEH-00044,ASG-00008,Hogar,Daño por Agua,2025-06-20,2025-06-20,530.37,437.59,0.0,Anticipo,Oriente,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0027,Abogado Ambato #27,197,168,0,1,0
SIN-000664,POL-00207,ASG-00003,VEH-00332,ASG-00003,Salud,Emergencia,2025-05-11,2025-05-11,41571.0,31511.6,30897.36,Reserva,Costa,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0020,Intermediario Riobamba #20,235,130,0,3,0
SIN-000665,POL-00258,ASG-00213,VEH-00078,ASG-00213,Vehículos,Pérdida Total,2024-08-05,2024-08-05,30892.32,27074.04,0.0,Anticipo,Sierra,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0023,Hospital Santo Domingo #23,210,155,0,2,0
SIN-000666,POL-00096,ASG-00024,VEH-00096,ASG-00024,Hogar,Desastres Naturales,2024-04-08,2024-04-08,14138.19,13545.45,13107.11,Cierre Sin Consecuencia,Sur,Inundación por tubería rota que afectó pisos y paredes del primer nivel.,Sí,PRV-0016,Abogado Guayaquil #16,279,86,0,0,0
SIN-000667,POL-00070,ASG-00107,VEH-00073,ASG-00107,Vida,Incapacidad,2024-03-14,2024-03-19,9245.26,8448.04,0.0,Cierre Sin Consecuencia,Centro,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0008,Grúa Manta #8,90,275,5,0,0
SIN-000668,POL-00162,ASG-00085,VEH-00245,ASG-00085,Hogar,Incendio,2023-12-31,2024-01-02,10320.42,10562.1,10199.66,Liquidado,Centro,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0016,Abogado Guayaquil #16,232,133,2,3,0
SIN-000669,POL-00250,ASG-00200,VEH-00007,ASG-00200,Vehículos,Daño Parcial,2023-12-14,2023-12-19,47484.29,28885.14,23179.19,Negativa,Norte,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0017,Hospital Ibarra #17,284,81,5,2,0
SIN-000670,POL-00035,ASG-00096,VEH-00047,ASG-00096,Vida,Enfermedad Grave,2024-03-25,2024-03-27,6160.05,5971.34,5518.96,Anticipo,Centro,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0005,Intermediario Cuenca #5,148,217,2,1,0
SIN-000671,POL-00059,ASG-00184,,ASG-00184,Hogar,Robo,2024-08-04,2024-08-07,12697.57,7923.45,7881.34,Anticipo,Oriente,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0027,Abogado Ambato #27,192,173,3,0,0
SIN-000672,POL-00016,ASG-00146,VEH-00143,ASG-00146,Generales,Daño,2024-10-18,2024-10-19,24111.75,16724.35,15106.8,Anticipo,Costa,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0021,Hospital Riobamba #21,133,232,1,3,0
SIN-000673,POL-00109,ASG-00173,VEH-00192,ASG-00173,Generales,Incendio,2023-10-07,2023-10-29,26130.88,17927.99,14739.52,Negativa,Centro,Pérdida total del vehículo por incendio de origen desconocido sin causa aparente.,No,PRV-0031,Perito Loja #31,4,361,22,1,1
SIN-000674,POL-00190,ASG-00007,VEH-00063,ASG-00007,Vida,Enfermedad Grave,2023-08-27,2023-08-28,7489.85,5790.61,5765.4,Negativa,Oriente,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0016,Abogado Guayaquil #16,165,200,1,1,1
SIN-000675,POL-00072,ASG-00070,VEH-00224,ASG-00164,Generales,Incendio,2024-05-16,2024-05-18,12231.98,9600.78,9187.17,Negativa,Norte,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0002,Abogado Quito #2,292,73,2,1,0
SIN-000676,POL-00238,ASG-00176,VEH-00152,ASG-00176,Salud,Atención Médica,2025-03-11,2025-03-14,22829.07,24232.9,23850.23,Reserva,Centro,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0022,Clínica Cuenca #22,194,171,3,0,0
SIN-000677,POL-00100,ASG-00192,,ASG-00017,Vehículos,Pérdida Total,2023-11-18,2023-11-18,25689.16,24734.28,24138.88,Pago Parcial,Costa,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0004,Grúa Quito #4,159,206,0,1,0
SIN-000678,POL-00245,ASG-00087,VEH-00055,ASG-00087,Salud,Cirugía,2024-11-03,2024-11-08,21172.36,17891.73,15674.48,Pago Total,Sierra,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0013,Intermediario Manta #13,174,191,5,0,0
SIN-000679,POL-00116,ASG-00051,VEH-00105,ASG-00113,Generales,Robo,2024-06-10,2024-06-13,39635.22,34500.04,0.0,Pago Parcial,Norte,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0030,Taller Guayaquil #30,223,142,3,0,0
SIN-000680,POL-00273,ASG-00225,VEH-00076,ASG-00225,Hogar,Daño por Agua,2024-08-04,2024-08-08,13839.59,15214.82,12599.03,Pago Total,Centro,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0001,Abogado Ibarra #1,289,76,4,0,0
